ANNO DI RIFERIMENTO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE SERD;DENOMINAZIONE SERD;CODICE QUALIFICA;DESCRIZIONE QUALIFICA;NUM. DIP. TEMPO PIENO;NUM. DIP. TEMPO PIENO U;NUM. DIP. TEMPO PIENO D;NUM. DIP. PART TIME FINO 50%;NUM. DIP. PART TIME FINO 50% U;NUM. DIP. PART TIME FINO 50% D;NUM. DIP. PART TIME OLTRE 50%;NUM. DIP. PART TIME OLTRE 50% U;NUM. DIP. PART TIME OLTRE 50% D;PERSONALE DIPENDENTE;PERSONALE DIPENDENTE U;PERSONALE DIPENDENTE D;ALTRO RAPPORTO;ALTRO RAPPORTO U;ALTRO RAPPORTO D;TOTALE PERSONALE,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S62; Servizio per le dipendenze di Via pian dell'Ovile;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S62; Servizio per le dipendenze di Via pian dell'Ovile;SSMP03;PERSONALE INFERMIERISTICO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S62; Servizio per le dipendenze di Via pian dell'Ovile;TSMP01;OTA/O.S.S.;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S63; Servizio per le dipendenze di Via Porta Vecchia, 21;0SMP01;ALTRO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S63; Servizio per le dipendenze di Via Porta Vecchia, 21;SSMP01;MEDICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S63; Servizio per le dipendenze di Via Porta Vecchia, 21;SSMP03;PERSONALE INFERMIERISTICO;5;1;4;0;0;0;1;0;1;6;1;5;0;0;0;6,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S63; Servizio per le dipendenze di Via Porta Vecchia, 21;TSMP01;OTA/O.S.S.;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S64; Servizio per le dipendenze di Via Vesuvio, 15;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S65; Servizio per le dipendenze di Via Fonte Veneziana 17;0SMP01;ALTRO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S65; Servizio per le dipendenze di Via Fonte Veneziana 17;SSMP01;MEDICO;5;3;2;0;0;0;0;0;0;5;3;2;0;0;0;5,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S65; Servizio per le dipendenze di Via Fonte Veneziana 17;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S65; Servizio per le dipendenze di Via Fonte Veneziana 17;SSMP03;PERSONALE INFERMIERISTICO;5;2;3;0;0;0;0;0;0;5;2;3;0;0;0;5,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S65; Servizio per le dipendenze di Via Fonte Veneziana 17;SSMP05;EDUCATORE PROFESSIONALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S65; Servizio per le dipendenze di Via Fonte Veneziana 17;TSMP01;OTA/O.S.S.;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S65; Servizio per le dipendenze di Via Fonte Veneziana 17;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S66; Servizio per le dipendenze di Viale Turati 40;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S66; Servizio per le dipendenze di Viale Turati 40;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S66; Servizio per le dipendenze di Viale Turati 40;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S67; Servizio per le dipendenze di Via Podgora 7;SSMP01;MEDICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S67; Servizio per le dipendenze di Via Podgora 7;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S67; Servizio per le dipendenze di Via Podgora 7;SSMP03;PERSONALE INFERMIERISTICO;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S67; Servizio per le dipendenze di Via Podgora 7;SSMP05;EDUCATORE PROFESSIONALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S67; Servizio per le dipendenze di Via Podgora 7;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S68; Servizio per le dipendenze di Via Madonna del Rivaio;0SMP01;ALTRO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S68; Servizio per le dipendenze di Via Madonna del Rivaio;SSMP01;MEDICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S68; Servizio per le dipendenze di Via Madonna del Rivaio;SSMP03;PERSONALE INFERMIERISTICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S68; Servizio per le dipendenze di Via Madonna del Rivaio;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S68; Servizio per le dipendenze di Via Madonna del Rivaio;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S69; Servizio per le dipendenze di Via Santi di Tito 24;SSMP01;MEDICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S69; Servizio per le dipendenze di Via Santi di Tito 24;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S69; Servizio per le dipendenze di Via Santi di Tito 24;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S69; Servizio per le dipendenze di Via Santi di Tito 24;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S69; Servizio per le dipendenze di Via Santi di Tito 24;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S70; Servizio per le dipendenze di Via Don Minzoni 7/9;0SMP01;ALTRO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S70; Servizio per le dipendenze di Via Don Minzoni 7/9;SSMP01;MEDICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S70; Servizio per le dipendenze di Via Don Minzoni 7/9;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S70; Servizio per le dipendenze di Via Don Minzoni 7/9;SSMP03;PERSONALE INFERMIERISTICO;4;2;2;0;0;0;0;0;0;4;2;2;0;0;0;4,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S70; Servizio per le dipendenze di Via Don Minzoni 7/9;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S70; Servizio per le dipendenze di Via Don Minzoni 7/9;TSMP01;OTA/O.S.S.;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S70; Servizio per le dipendenze di Via Don Minzoni 7/9;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S71; Servizio per le dipendenze di Via Volontari del Sangue, 1;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S71; Servizio per le dipendenze di Via Volontari del Sangue, 1;SSMP03;PERSONALE INFERMIERISTICO;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S72; Servizio per le dipendenze di Viale Europa 1;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S72; Servizio per le dipendenze di Viale Europa 1;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S72; Servizio per le dipendenze di Viale Europa 1;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S72; Servizio per le dipendenze di Viale Europa 1;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;090;TOSCANA              ;203;AZIENDA USL TOSCANA SUD-EST;S73; Servizio per le dipendenze di via dante alighieri;SSMP03;PERSONALE INFERMIERISTICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S11; Servizio per le dipendenze di P.za S.Giovanni in campo - Citt���� di Castello;SSMP01;MEDICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S11; Servizio per le dipendenze di P.za S.Giovanni in campo - Citt���� di Castello;SSMP02;PSICOLOGO;2;0;2;0;0;0;1;0;1;3;0;3;0;0;0;3,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S11; Servizio per le dipendenze di P.za S.Giovanni in campo - Citt���� di Castello;SSMP03;PERSONALE INFERMIERISTICO;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S11; Servizio per le dipendenze di P.za S.Giovanni in campo - Citt���� di Castello;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S12; Servizio per le dipendenze di Via Toschi Mosca, 22b - Gubbio;SSMP01;MEDICO;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S12; Servizio per le dipendenze di Via Toschi Mosca, 22b - Gubbio;SSMP02;PSICOLOGO;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S12; Servizio per le dipendenze di Via Toschi Mosca, 22b - Gubbio;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;1;0;1;3;0;3;0;0;0;3,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S21; Servizio per le dipendenze di P.le Menghini c/o Ospedale - Perugia;0SMP01;ALTRO;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S21; Servizio per le dipendenze di P.le Menghini c/o Ospedale - Perugia;ASMP01;PERSONALE AMMINISTRATIVO;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S21; Servizio per le dipendenze di P.le Menghini c/o Ospedale - Perugia;SSMP01;MEDICO;2;0;2;0;0;0;0;0;0;2;0;2;1;1;0;3,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S21; Servizio per le dipendenze di P.le Menghini c/o Ospedale - Perugia;SSMP02;PSICOLOGO;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S21; Servizio per le dipendenze di P.le Menghini c/o Ospedale - Perugia;SSMP03;PERSONALE INFERMIERISTICO;4;0;4;0;0;0;0;0;0;4;0;4;0;0;0;4,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S21; Servizio per le dipendenze di P.le Menghini c/o Ospedale - Perugia;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;1;0;1;0;0;0;2;0;2;0;0;0;2,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S21; Servizio per le dipendenze di P.le Menghini c/o Ospedale - Perugia;TSMP02;ASSISTENTE SOCIALE;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S22; Servizio per le dipendenze di Viale Valentin Muller, 1 ������ Assisi;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S22; Servizio per le dipendenze di Viale Valentin Muller, 1 ������ Assisi;SSMP03;PERSONALE INFERMIERISTICO;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;2,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S22; Servizio per le dipendenze di Viale Valentin Muller, 1 ������ Assisi;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S23; Servizio per le dipendenze di Piazza Simoncini, 1 - Magione;SSMP01;MEDICO;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S23; Servizio per le dipendenze di Piazza Simoncini, 1 - Magione;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;2,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S23; Servizio per le dipendenze di Piazza Simoncini, 1 - Magione;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S23; Servizio per le dipendenze di Piazza Simoncini, 1 - Magione;SSMP05;EDUCATORE PROFESSIONALE;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S23; Servizio per le dipendenze di Piazza Simoncini, 1 - Magione;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S24; Servizio per le dipendenze di Via Piccolotti 1, c/o Ospedale Civile - Marsciano;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;100;UMBRIA               ;201;AUSL UMBRIA N. 1;S24; Servizio per le dipendenze di Via Piccolotti 1, c/o Ospedale Civile - Marsciano;SSMP03;PERSONALE INFERMIERISTICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S31; Servizio per le dipendenze di Viale Ancona, 12 - Foligno;SMS046;DI CUI PSICHIATRI;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S31; Servizio per le dipendenze di Viale Ancona, 12 - Foligno;SSMP01;MEDICO;4;2;2;0;0;0;1;0;1;5;2;3;1;0;1;6,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S31; Servizio per le dipendenze di Viale Ancona, 12 - Foligno;SSMP02;PSICOLOGO;4;0;4;0;0;0;2;0;2;6;0;6;1;0;1;7,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S31; Servizio per le dipendenze di Viale Ancona, 12 - Foligno;SSMP03;PERSONALE INFERMIERISTICO;8;1;7;0;0;0;0;0;0;8;1;7;0;0;0;8,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S31; Servizio per le dipendenze di Viale Ancona, 12 - Foligno;TSMP02;ASSISTENTE SOCIALE;5;1;4;0;0;0;0;0;0;5;1;4;0;0;0;5,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S32; Servizio per le dipendenze di Piazza Dante Perilli,1 - Spoleto;SSMP02;PSICOLOGO;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S32; Servizio per le dipendenze di Piazza Dante Perilli,1 - Spoleto;SSMP03;PERSONALE INFERMIERISTICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S32; Servizio per le dipendenze di Piazza Dante Perilli,1 - Spoleto;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S41; Servizio per le dipendenze di via Tristano di Joannuccio 1 - Terni;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S41; Servizio per le dipendenze di via Tristano di Joannuccio 1 - Terni;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;1;0;1;3,,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S41; Servizio per le dipendenze di via Tristano di Joannuccio 1 - Terni;SSMP02;PSICOLOGO;3;0;3;0;0;0;3;0;3;6;0;6;1;0;1;7,,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S41; Servizio per le dipendenze di via Tristano di Joannuccio 1 - Terni;SSMP03;PERSONALE INFERMIERISTICO;6;1;5;0;0;0;0;0;0;6;1;5;0;0;0;6,,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S41; Servizio per le dipendenze di via Tristano di Joannuccio 1 - Terni;TSMP02;ASSISTENTE SOCIALE;6;1;5;0;0;0;0;0;0;6;1;5;0;0;0;6,,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S42; Servizio per le dipendenze di via Cardinal Cerretti, 11 - Orvieto;SMS046;DI CUI PSICHIATRI;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S42; Servizio per le dipendenze di via Cardinal Cerretti, 11 - Orvieto;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S42; Servizio per le dipendenze di via Cardinal Cerretti, 11 - Orvieto;SSMP02;PSICOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;2,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S42; Servizio per le dipendenze di via Cardinal Cerretti, 11 - Orvieto;SSMP03;PERSONALE INFERMIERISTICO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S42; Servizio per le dipendenze di via Cardinal Cerretti, 11 - Orvieto;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S43; Servizio per le dipendenze di Via della Doga, 49/A - Narni;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;2,
2021;100;UMBRIA               ;202;AUSL UMBRIA N. 2;S43; Servizio per le dipendenze di Via della Doga, 49/A - Narni;SSMP03;PERSONALE INFERMIERISTICO;4;0;4;0;0;0;0;0;0;4;0;4;0;0;0;4,
2021;110;MARCHE               ;201;ASUR;S01; Servizio per le dipendenze di VIA LOMBROSO N.49;SSMP01;MEDICO;4;1;3;0;0;0;0;0;0;4;1;3;0;0;0;4,,
2021;110;MARCHE               ;201;ASUR;S01; Servizio per le dipendenze di VIA LOMBROSO N.49;SSMP02;PSICOLOGO;1;0;1;0;0;0;1;0;1;2;0;2;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S01; Servizio per le dipendenze di VIA LOMBROSO N.49;SSMP03;PERSONALE INFERMIERISTICO;3;1;2;0;0;0;1;0;1;4;1;3;0;0;0;4,,
2021;110;MARCHE               ;201;ASUR;S01; Servizio per le dipendenze di VIA LOMBROSO N.49;TSMP01;OTA/O.S.S.;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;110;MARCHE               ;201;ASUR;S01; Servizio per le dipendenze di VIA LOMBROSO N.49;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S01; Servizio per le dipendenze di VIA LOMBROSO N.49;TSMP03;SOCIOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;110;MARCHE               ;201;ASUR;S02; Servizio per le dipendenze di VIA PELLIPARIO 1/B;0SMP01;ALTRO;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1,,
2021;110;MARCHE               ;201;ASUR;S02; Servizio per le dipendenze di VIA PELLIPARIO 1/B;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;110;MARCHE               ;201;ASUR;S02; Servizio per le dipendenze di VIA PELLIPARIO 1/B;SSMP01;MEDICO;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,,
2021;110;MARCHE               ;201;ASUR;S02; Servizio per le dipendenze di VIA PELLIPARIO 1/B;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;110;MARCHE               ;201;ASUR;S02; Servizio per le dipendenze di VIA PELLIPARIO 1/B;SSMP03;PERSONALE INFERMIERISTICO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;110;MARCHE               ;201;ASUR;S02; Servizio per le dipendenze di VIA PELLIPARIO 1/B;TSMP02;ASSISTENTE SOCIALE;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;110;MARCHE               ;201;ASUR;S02; Servizio per le dipendenze di VIA PELLIPARIO 1/B;TSMP03;SOCIOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;110;MARCHE               ;201;ASUR;S03; Servizio per le dipendenze di VIA ROMA 108;SSMP01;MEDICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S03; Servizio per le dipendenze di VIA ROMA 108;SSMP02;PSICOLOGO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S03; Servizio per le dipendenze di VIA ROMA 108;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S03; Servizio per le dipendenze di VIA ROMA 108;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S04; Servizio per le dipendenze di VIA CAMPOSANTO VECCHIO C/O OSPEDALE;SMS046;DI CUI PSICHIATRI;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S04; Servizio per le dipendenze di VIA CAMPOSANTO VECCHIO C/O OSPEDALE;SSMP01;MEDICO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;110;MARCHE               ;201;ASUR;S04; Servizio per le dipendenze di VIA CAMPOSANTO VECCHIO C/O OSPEDALE;SSMP02;PSICOLOGO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;110;MARCHE               ;201;ASUR;S04; Servizio per le dipendenze di VIA CAMPOSANTO VECCHIO C/O OSPEDALE;SSMP03;PERSONALE INFERMIERISTICO;5;3;2;0;0;0;0;0;0;5;3;2;0;0;0;5,,
2021;110;MARCHE               ;201;ASUR;S04; Servizio per le dipendenze di VIA CAMPOSANTO VECCHIO C/O OSPEDALE;TSMP02;ASSISTENTE SOCIALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S05; Servizio per le dipendenze di VIA VENETO 7;SMS046;DI CUI PSICHIATRI;3;2;1;0;0;0;0;0;0;3;2;1;0;0;0;3,,
2021;110;MARCHE               ;201;ASUR;S05; Servizio per le dipendenze di VIA VENETO 7;SSMP01;MEDICO;3;2;1;0;0;0;0;0;0;3;2;1;0;0;0;3,,
2021;110;MARCHE               ;201;ASUR;S05; Servizio per le dipendenze di VIA VENETO 7;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;110;MARCHE               ;201;ASUR;S05; Servizio per le dipendenze di VIA VENETO 7;SSMP03;PERSONALE INFERMIERISTICO;4;2;2;0;0;0;0;0;0;4;2;2;0;0;0;4,,
2021;110;MARCHE               ;201;ASUR;S05; Servizio per le dipendenze di VIA VENETO 7;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;110;MARCHE               ;201;ASUR;S05; Servizio per le dipendenze di VIA VENETO 7;TSMP03;SOCIOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
